name,date,time,temp,feelslike,dew,humidity,precip,precipprob,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions
Kuala Lumpur,01/12/2015,00:00:00,25.1,25.1,24.0,93.54,0.0,0,,,4.1,288.0,,89.0,10.0,0.0,,0,Partially cloudy
Kuala Lumpur,01/12/2015,01:00:00,25.0,25.0,24.0,94.19,0.0,0,,,0.6,6.0,,89.0,10.0,0.0,,0,Partially cloudy
Kuala Lumpur,01/12/2015,02:00:00,24.8,24.8,23.8,94.33,0.0,0,,,0.9,4.0,1011.3,89.0,10.0,0.0,,0,Partially cloudy
Kuala Lumpur,01/12/2015,03:00:00,24.1,24.1,24.0,99.3,0.0,0,,,0.2,325.0,,89.0,8.0,0.0,,0,Partially cloudy
Kuala Lumpur,01/12/2015,04:00:00,24.0,24.0,23.1,94.81,0.0,0,,,0.0,0.0,,89.0,9.8,0.0,,0,Partially cloudy
Kuala Lumpur,01/12/2015,05:00:00,24.0,24.0,23.2,95.12,0.0,0,,,1.8,340.0,1009.9,89.0,9.8,0.0,,0,Partially cloudy
Kuala Lumpur,01/12/2015,06:00:00,24.0,24.0,23.0,94.15,0.0,0,,,1.8,327.0,,89.0,9.9,0.0,,0,Partially cloudy
Kuala Lumpur,01/12/2015,07:00:00,24.0,24.0,23.0,94.15,0.0,0,,,1.8,315.0,,89.0,8.0,22.6,0.1,0,Partially cloudy
Kuala Lumpur,01/12/2015,08:00:00,24.1,24.1,23.8,97.64,0.0,0,,,2.2,320.0,1011.0,88.4,9.5,149.8,0.5,1,Partially cloudy
Kuala Lumpur,01/12/2015,09:00:00,26.0,26.0,24.0,88.76,0.0,0,,,3.8,351.0,,89.0,9.9,337.4,1.2,3,Partially cloudy
Kuala Lumpur,01/12/2015,10:00:00,28.0,31.9,24.0,78.92,0.0,0,,,9.2,307.0,,89.0,10.0,522.0,1.9,5,Partially cloudy
Kuala Lumpur,01/12/2015,11:00:00,29.8,34.8,24.0,71.24,0.0,0,,,4.1,338.0,1012.2,89.0,13.1,664.5,2.4,7,Partially cloudy
Kuala Lumpur,01/12/2015,12:00:00,30.9,36.4,24.0,66.82,0.0,0,,,7.1,247.0,,89.0,10.0,662.3,2.4,7,Partially cloudy
Kuala Lumpur,01/12/2015,13:00:00,31.9,37.8,24.0,63.13,0.0,0,,,10.3,248.0,,89.0,10.0,594.5,2.1,6,Partially cloudy
Kuala Lumpur,01/12/2015,14:00:00,31.9,38.7,24.7,65.76,0.177,100,rain,,11.0,249.0,1009.9,89.0,12.2,486.4,1.8,5,"Rain, Partially cloudy"
Kuala Lumpur,01/12/2015,15:00:00,31.8,37.7,24.1,63.99,0.0,0,,,13.9,240.0,,89.0,10.0,348.9,1.3,3,Partially cloudy
Kuala Lumpur,01/12/2015,16:00:00,29.0,35.4,25.8,82.75,0.0,0,,,10.5,335.0,,89.0,5.3,216.6,0.8,2,Partially cloudy
Kuala Lumpur,01/12/2015,17:00:00,25.6,25.6,24.0,91.16,0.0,0,,,7.6,56.0,1009.0,89.0,6.5,110.1,0.4,1,Partially cloudy
Kuala Lumpur,01/12/2015,18:00:00,25.2,25.2,23.9,92.25,0.0,0,,,5.7,359.0,,89.0,9.1,28.9,0.1,0,Partially cloudy
Kuala Lumpur,01/12/2015,19:00:00,25.1,25.1,24.0,93.54,0.0,0,,,3.1,45.0,,89.0,8.2,0.2,0.0,0,Partially cloudy
Kuala Lumpur,01/12/2015,20:00:00,25.3,25.3,24.1,93.39,8.841,100,rain,,2.0,18.0,1011.5,89.0,9.1,0.0,,0,"Rain, Partially cloudy"
Kuala Lumpur,01/12/2015,21:00:00,26.0,26.0,24.0,88.76,0.0,0,,,2.5,19.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,01/12/2015,22:00:00,26.0,26.0,24.9,93.58,0.0,0,,,4.1,318.0,,89.0,6.5,0.0,,0,Partially cloudy
Kuala Lumpur,01/12/2015,23:00:00,25.8,25.8,24.7,93.67,0.0,0,,,0.4,2.0,1012.5,89.0,6.5,0.0,,0,Partially cloudy
Kuala Lumpur,02/12/2015,00:00:00,25.1,25.1,24.9,98.62,0.0,0,,,0.2,25.0,,89.0,6.3,0.0,,0,Partially cloudy
Kuala Lumpur,02/12/2015,01:00:00,25.1,25.1,25.0,99.31,0.0,0,,,0.0,0.0,,89.0,6.3,0.0,,0,Partially cloudy
Kuala Lumpur,02/12/2015,02:00:00,25.1,25.1,24.1,94.26,0.0,0,,,0.6,327.0,1011.1,89.0,6.3,0.0,,0,Partially cloudy
Kuala Lumpur,02/12/2015,03:00:00,25.0,25.0,24.0,94.19,0.0,0,,,0.0,0.0,,89.0,6.5,0.0,,0,Partially cloudy
Kuala Lumpur,02/12/2015,04:00:00,25.0,25.0,24.0,94.19,0.0,0,,,0.0,0.0,,89.0,6.5,0.0,,0,Partially cloudy
Kuala Lumpur,02/12/2015,05:00:00,24.8,24.8,23.9,94.58,0.0,0,,,0.2,12.0,1010.8,89.0,6.5,0.0,,0,Partially cloudy
Kuala Lumpur,02/12/2015,06:00:00,24.1,24.1,23.9,98.61,0.0,0,,,0.4,337.0,,89.0,6.5,0.0,,0,Partially cloudy
Kuala Lumpur,02/12/2015,07:00:00,25.0,25.0,24.0,94.19,0.0,0,,,2.0,285.0,,89.0,6.5,32.1,0.1,0,Partially cloudy
Kuala Lumpur,02/12/2015,08:00:00,25.1,25.1,24.1,94.13,0.0,0,,,2.7,302.0,1013.1,89.0,6.3,211.6,0.8,2,Partially cloudy
Kuala Lumpur,02/12/2015,09:00:00,25.7,25.7,23.8,89.35,0.0,0,,,8.4,227.0,,89.0,7.8,437.6,1.6,4,Partially cloudy
Kuala Lumpur,02/12/2015,10:00:00,24.9,24.9,23.0,89.3,0.0,0,,,14.6,201.0,,89.0,9.7,655.8,2.4,7,Partially cloudy
Kuala Lumpur,02/12/2015,11:00:00,25.1,25.1,23.7,91.92,0.0,0,,,4.8,285.0,1015.2,98.7,7.1,803.0,2.9,8,Overcast
Kuala Lumpur,02/12/2015,12:00:00,26.0,26.0,24.0,88.76,0.0,0,,,11.0,3.0,,89.0,10.0,907.5,3.3,9,Partially cloudy
Kuala Lumpur,02/12/2015,13:00:00,28.0,31.9,24.0,78.92,0.0,0,,,2.2,97.0,,89.0,10.0,946.8,3.4,9,Partially cloudy
Kuala Lumpur,02/12/2015,14:00:00,29.8,34.8,24.1,71.7,0.977,100,rain,,5.4,297.0,1010.9,89.0,12.3,879.8,3.2,9,"Rain, Partially cloudy"
Kuala Lumpur,02/12/2015,15:00:00,30.9,35.6,23.2,63.8,0.0,0,,,5.4,230.0,,89.0,10.0,703.3,2.5,7,Partially cloudy
Kuala Lumpur,02/12/2015,16:00:00,30.9,36.5,24.1,67.29,0.0,0,,,3.8,211.0,,89.0,10.0,509.8,1.8,5,Partially cloudy
Kuala Lumpur,02/12/2015,17:00:00,30.7,35.5,23.4,64.94,0.0,0,,,2.2,148.0,1008.8,89.0,12.3,282.1,1.0,3,Partially cloudy
Kuala Lumpur,02/12/2015,18:00:00,29.9,35.2,24.2,71.76,0.0,0,,,5.7,225.0,,89.0,10.0,91.5,0.3,1,Partially cloudy
Kuala Lumpur,02/12/2015,19:00:00,28.8,34.1,25.0,80.13,0.0,0,,,8.9,182.0,,89.0,10.0,0.6,0.0,0,Partially cloudy
Kuala Lumpur,02/12/2015,20:00:00,27.7,31.9,24.8,84.34,0.0,0,,,5.0,215.0,1010.5,89.0,10.0,0.0,,0,Partially cloudy
Kuala Lumpur,02/12/2015,21:00:00,27.0,30.2,24.1,84.26,0.0,0,,,5.0,175.0,,89.0,10.0,0.0,,0,Partially cloudy
Kuala Lumpur,02/12/2015,22:00:00,26.9,29.9,24.0,84.25,0.0,0,,,5.2,150.0,,89.0,9.1,0.0,,0,Partially cloudy
Kuala Lumpur,02/12/2015,23:00:00,26.7,26.7,24.1,86.11,0.0,0,,,2.2,62.0,1012.6,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,03/12/2015,00:00:00,26.0,26.0,24.0,88.76,0.0,0,,,0.4,29.0,,89.0,7.3,0.0,,0,Partially cloudy
Kuala Lumpur,03/12/2015,01:00:00,25.1,25.1,24.0,93.54,0.0,0,,,0.0,0.0,,89.0,7.3,0.0,,0,Partially cloudy
Kuala Lumpur,03/12/2015,02:00:00,25.0,25.0,23.9,93.35,0.0,0,,,0.0,0.0,1012.0,89.0,7.3,0.0,,0,Partially cloudy
Kuala Lumpur,03/12/2015,03:00:00,25.0,25.0,23.9,93.54,0.0,0,,,3.6,332.0,,89.0,5.6,0.0,,0,Partially cloudy
Kuala Lumpur,03/12/2015,04:00:00,25.0,25.0,23.9,93.54,0.0,0,,,3.2,341.0,,89.0,5.6,0.0,,0,Partially cloudy
Kuala Lumpur,03/12/2015,05:00:00,24.1,24.1,23.6,96.99,0.0,0,,,0.6,6.0,1010.7,89.0,5.6,0.0,,0,Partially cloudy
Kuala Lumpur,03/12/2015,06:00:00,24.0,24.0,23.0,94.15,0.0,0,,,2.2,340.0,,89.0,5.6,0.0,,0,Partially cloudy
Kuala Lumpur,03/12/2015,07:00:00,24.0,24.0,23.0,94.15,0.0,0,,,1.6,313.0,,89.0,5.6,28.4,0.1,0,Partially cloudy
Kuala Lumpur,03/12/2015,08:00:00,24.9,24.9,23.8,93.31,0.0,0,,,0.0,0.0,1011.9,89.0,9.0,187.3,0.7,2,Partially cloudy
Kuala Lumpur,03/12/2015,09:00:00,27.1,30.3,24.0,83.11,0.0,0,,,1.6,285.0,,89.0,9.1,381.5,1.4,4,Partially cloudy
Kuala Lumpur,03/12/2015,10:00:00,29.1,33.8,24.0,73.97,0.0,0,,,4.5,6.0,,89.0,10.0,573.3,2.1,6,Partially cloudy
Kuala Lumpur,03/12/2015,11:00:00,30.8,35.9,23.7,65.69,0.0,0,,,8.0,319.0,1012.5,88.4,11.1,741.0,2.7,7,Partially cloudy
Kuala Lumpur,03/12/2015,12:00:00,32.0,37.9,24.0,62.71,0.0,0,,,5.9,322.0,,89.0,10.0,851.8,3.1,9,Partially cloudy
Kuala Lumpur,03/12/2015,13:00:00,33.0,39.4,24.1,59.69,0.0,0,,,5.4,284.0,,89.0,10.0,889.5,3.2,9,Partially cloudy
Kuala Lumpur,03/12/2015,14:00:00,32.8,38.8,23.8,59.19,0.0,0,,,5.4,283.0,1009.5,89.0,12.4,847.0,3.0,8,Partially cloudy
Kuala Lumpur,03/12/2015,15:00:00,32.8,39.1,24.1,60.48,0.0,0,,,5.9,307.0,,89.0,10.0,731.5,2.6,7,Partially cloudy
Kuala Lumpur,03/12/2015,16:00:00,25.7,25.7,24.1,91.0,0.0,0,,40.7,19.4,298.0,,98.7,1.2,551.3,2.0,6,Overcast
Kuala Lumpur,03/12/2015,17:00:00,26.4,26.4,23.9,86.03,0.0,0,,,8.2,212.0,1008.1,89.0,9.1,329.5,1.2,3,Partially cloudy
Kuala Lumpur,03/12/2015,18:00:00,26.5,26.5,24.1,86.96,0.0,0,,,0.9,331.0,,89.0,10.0,106.1,0.4,1,Partially cloudy
Kuala Lumpur,03/12/2015,19:00:00,27.2,30.6,24.1,83.12,0.0,0,,,7.1,330.0,,98.7,9.1,0.8,0.0,0,Overcast
Kuala Lumpur,03/12/2015,20:00:00,26.3,26.3,23.0,82.49,24.754,100,rain,,5.4,359.0,1010.3,89.0,9.1,0.0,,0,"Rain, Partially cloudy"
Kuala Lumpur,03/12/2015,21:00:00,26.1,26.1,23.1,83.58,0.0,0,,,1.1,10.0,,89.0,10.0,0.0,,0,Partially cloudy
Kuala Lumpur,03/12/2015,22:00:00,25.2,25.2,23.1,88.08,0.0,0,,,3.2,341.0,,89.0,10.0,0.0,,0,Partially cloudy
Kuala Lumpur,03/12/2015,23:00:00,25.3,25.3,23.9,91.57,0.0,0,,,0.0,0.0,1012.1,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,04/12/2015,00:00:00,25.2,25.2,24.0,92.89,0.0,0,,,0.2,350.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,04/12/2015,01:00:00,25.1,25.1,24.1,94.2,0.0,0,,,0.2,341.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,04/12/2015,02:00:00,24.9,24.9,23.8,94.0,0.0,0,,,0.2,33.0,1011.2,89.0,7.3,0.0,,0,Partially cloudy
Kuala Lumpur,04/12/2015,03:00:00,24.2,24.2,24.0,98.61,0.0,0,,,0.4,19.0,,89.0,6.5,0.0,,0,Partially cloudy
Kuala Lumpur,04/12/2015,04:00:00,24.2,24.2,23.9,97.93,0.0,0,,,0.6,19.0,,89.0,5.6,0.0,,0,Partially cloudy
Kuala Lumpur,04/12/2015,05:00:00,24.2,24.2,23.1,94.09,0.0,0,,,3.2,313.0,1010.2,89.0,5.6,0.0,,0,Partially cloudy
Kuala Lumpur,04/12/2015,06:00:00,24.1,24.1,23.0,93.49,0.0,0,,,0.2,360.0,,89.0,5.6,0.0,,0,Partially cloudy
Kuala Lumpur,04/12/2015,07:00:00,24.1,24.1,23.0,93.49,0.0,0,,,0.2,33.0,,89.0,5.6,28.2,0.1,0,Partially cloudy
Kuala Lumpur,04/12/2015,08:00:00,24.8,24.8,23.2,91.02,0.0,0,,,0.0,0.0,1011.5,89.0,8.2,175.3,0.6,2,Partially cloudy
Kuala Lumpur,04/12/2015,09:00:00,26.1,26.1,23.9,87.54,0.0,0,,,0.4,31.0,,89.0,8.2,370.0,1.3,4,Partially cloudy
Kuala Lumpur,04/12/2015,10:00:00,28.1,32.0,23.9,77.84,0.0,0,,,2.5,65.0,,89.0,7.3,580.3,2.1,6,Partially cloudy
Kuala Lumpur,04/12/2015,11:00:00,30.0,35.0,23.8,69.45,0.0,0,,,5.4,128.0,1012.7,88.9,10.0,753.3,2.7,8,Partially cloudy
Kuala Lumpur,04/12/2015,12:00:00,31.0,35.6,23.1,62.94,0.0,0,,,3.8,15.0,,89.0,10.0,854.3,3.1,9,Partially cloudy
Kuala Lumpur,04/12/2015,13:00:00,32.0,37.0,23.2,59.88,0.0,0,,,3.6,26.0,,89.0,8.2,878.0,3.2,9,Partially cloudy
Kuala Lumpur,04/12/2015,14:00:00,32.1,38.0,23.9,61.92,0.0,0,,,7.8,161.0,1009.9,89.0,10.0,824.3,3.0,8,Partially cloudy
Kuala Lumpur,04/12/2015,15:00:00,32.9,39.3,24.1,60.08,0.0,0,,,5.9,324.0,,89.0,10.0,698.5,2.5,7,Partially cloudy
Kuala Lumpur,04/12/2015,16:00:00,31.7,38.7,25.0,67.91,0.0,0,,,8.0,277.0,,89.0,10.0,518.0,1.9,5,Partially cloudy
Kuala Lumpur,04/12/2015,17:00:00,31.9,38.8,24.8,66.21,0.0,0,,,11.9,274.0,1007.2,89.0,10.1,303.5,1.1,3,Partially cloudy
Kuala Lumpur,04/12/2015,18:00:00,31.0,36.7,24.1,66.85,0.0,0,,,10.5,257.0,,89.0,10.0,89.4,0.3,1,Partially cloudy
Kuala Lumpur,04/12/2015,19:00:00,27.2,31.1,25.0,87.63,0.0,0,,,5.2,180.0,,89.0,7.3,0.8,0.0,0,Partially cloudy
Kuala Lumpur,04/12/2015,20:00:00,27.1,30.7,25.0,88.23,0.1,100,rain,,0.6,19.0,,88.0,5.6,0.0,,0,"Rain, Partially cloudy"
Kuala Lumpur,04/12/2015,21:00:00,27.1,30.9,25.0,88.23,0.0,0,,,2.2,350.0,,89.0,4.7,0.0,,0,Partially cloudy
Kuala Lumpur,04/12/2015,22:00:00,27.1,31.4,25.9,92.99,0.0,0,,,5.9,174.0,,89.0,5.6,0.0,,0,Partially cloudy
Kuala Lumpur,04/12/2015,23:00:00,26.8,30.5,25.7,93.64,0.0,0,,,0.6,23.0,1011.9,89.0,3.8,0.0,,0,Partially cloudy
Kuala Lumpur,05/12/2015,00:00:00,26.1,26.1,24.9,92.94,0.0,0,,,1.3,17.0,,89.0,3.8,0.0,,0,Partially cloudy
Kuala Lumpur,05/12/2015,01:00:00,26.1,26.1,24.9,92.94,0.0,0,,,0.2,25.0,,89.0,2.9,0.0,,0,Partially cloudy
Kuala Lumpur,05/12/2015,02:00:00,25.9,25.9,24.8,93.64,0.177,100,rain,,0.4,337.0,1010.4,89.0,1.9,0.0,,0,"Rain, Partially cloudy"
Kuala Lumpur,05/12/2015,03:00:00,26.0,26.0,24.9,93.58,0.0,0,,,0.4,337.0,,89.0,2.9,0.0,,0,Partially cloudy
Kuala Lumpur,05/12/2015,04:00:00,25.0,25.0,24.9,99.31,0.0,0,,,2.0,345.0,,89.0,2.9,0.0,,0,Partially cloudy
Kuala Lumpur,05/12/2015,05:00:00,25.0,25.0,24.1,94.69,0.0,0,,,1.8,345.0,1009.4,89.0,2.9,0.0,,0,Partially cloudy
Kuala Lumpur,05/12/2015,06:00:00,25.0,25.0,24.0,94.19,0.0,0,,,0.4,345.0,,89.0,2.9,0.0,,0,Partially cloudy
Kuala Lumpur,05/12/2015,07:00:00,25.0,25.0,24.0,94.19,0.0,0,,,0.0,0.0,,89.0,3.7,25.5,0.1,0,Partially cloudy
Kuala Lumpur,05/12/2015,08:00:00,25.2,25.2,24.0,93.17,8.664,100,rain,,3.4,2.0,1011.2,89.0,5.6,163.3,0.6,2,"Rain, Partially cloudy"
Kuala Lumpur,05/12/2015,09:00:00,27.0,30.5,24.9,88.22,0.0,0,,,2.2,6.0,,89.0,8.2,339.3,1.2,3,Partially cloudy
Kuala Lumpur,05/12/2015,10:00:00,30.0,35.1,24.0,70.29,0.0,0,,,2.0,329.0,,89.0,10.0,501.9,1.8,5,Partially cloudy
Kuala Lumpur,05/12/2015,11:00:00,31.1,37.5,24.7,69.04,0.0,0,,,2.5,144.0,1011.8,89.0,11.0,626.3,2.3,6,Partially cloudy
Kuala Lumpur,05/12/2015,12:00:00,31.1,36.7,24.0,65.94,0.0,0,,,7.1,295.0,,89.0,10.0,721.0,2.6,7,Partially cloudy
Kuala Lumpur,05/12/2015,13:00:00,33.0,40.4,24.9,62.49,0.0,0,,,10.1,292.0,,89.0,10.0,728.8,2.6,7,Partially cloudy
Kuala Lumpur,05/12/2015,14:00:00,32.9,40.7,25.1,63.85,0.0,0,,,7.8,259.0,1009.1,89.0,11.1,653.3,2.4,7,Partially cloudy
Kuala Lumpur,05/12/2015,15:00:00,32.9,40.6,25.1,63.78,0.0,0,,,19.2,274.0,,89.0,7.3,500.0,1.8,5,Partially cloudy
Kuala Lumpur,05/12/2015,16:00:00,25.7,25.7,24.2,91.63,0.0,0,,,6.3,355.0,,98.7,1.6,298.9,1.1,3,Overcast
Kuala Lumpur,05/12/2015,17:00:00,24.9,24.9,23.9,94.35,0.0,0,,,4.7,320.0,1008.3,98.7,7.4,146.5,0.5,1,Overcast
Kuala Lumpur,05/12/2015,18:00:00,25.0,25.0,24.0,94.19,0.0,0,,,3.6,67.0,,98.7,8.2,42.4,0.2,0,Overcast
Kuala Lumpur,05/12/2015,19:00:00,25.0,25.0,24.0,94.19,0.0,0,,,0.4,10.0,,89.0,8.2,0.4,0.0,0,Partially cloudy
Kuala Lumpur,05/12/2015,20:00:00,25.8,25.8,24.0,90.28,29.725,100,rain,,0.2,15.0,1010.9,89.0,8.2,0.0,,0,"Rain, Partially cloudy"
Kuala Lumpur,05/12/2015,21:00:00,25.1,25.1,24.0,93.54,0.0,0,,,2.5,67.0,,89.0,6.5,0.0,,0,Partially cloudy
Kuala Lumpur,05/12/2015,22:00:00,26.0,26.0,24.9,93.58,0.0,0,,,0.4,29.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,05/12/2015,23:00:00,25.8,25.8,24.7,93.33,0.0,0,,,0.2,19.0,1012.4,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,06/12/2015,00:00:00,26.0,26.0,24.0,88.76,0.0,0,,,0.2,2.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,06/12/2015,01:00:00,26.0,26.0,24.0,88.76,0.0,0,,,3.2,332.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,06/12/2015,02:00:00,25.8,25.8,24.1,90.49,0.0,0,,,5.2,312.0,1011.6,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,06/12/2015,03:00:00,25.1,25.1,24.0,93.54,0.0,0,,,0.9,4.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,06/12/2015,04:00:00,25.0,25.0,24.0,94.19,0.0,0,,,0.6,4.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,06/12/2015,05:00:00,24.8,24.8,23.9,94.58,0.0,0,,,0.6,350.0,1009.8,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,06/12/2015,06:00:00,25.0,25.0,24.0,94.19,0.0,0,,,0.4,2.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,06/12/2015,07:00:00,25.0,25.0,24.0,94.19,0.0,0,,,0.2,6.0,,89.0,6.5,15.6,0.1,0,Partially cloudy
Kuala Lumpur,06/12/2015,08:00:00,24.9,24.9,23.9,94.0,0.0,0,,,2.2,320.0,1011.3,89.0,6.5,114.3,0.4,1,Partially cloudy
Kuala Lumpur,06/12/2015,09:00:00,26.1,26.1,24.0,88.15,0.0,0,,,0.0,0.0,,89.0,7.3,268.4,1.0,3,Partially cloudy
Kuala Lumpur,06/12/2015,10:00:00,29.0,33.6,24.0,74.47,0.0,0,,,3.8,138.0,,89.0,9.1,441.8,1.6,4,Partially cloudy
Kuala Lumpur,06/12/2015,11:00:00,30.7,36.4,24.2,68.37,0.0,0,,,5.4,90.0,1012.5,89.0,12.2,595.5,2.1,6,Partially cloudy
Kuala Lumpur,06/12/2015,12:00:00,32.0,36.9,23.1,59.46,0.0,0,,,5.4,177.0,,89.0,10.0,667.3,2.4,7,Partially cloudy
Kuala Lumpur,06/12/2015,13:00:00,32.0,38.1,24.1,63.15,0.0,0,,,4.1,98.0,,89.0,10.0,687.8,2.5,7,Partially cloudy
Kuala Lumpur,06/12/2015,14:00:00,32.7,38.9,24.0,60.25,0.177,100,rain,,8.7,304.0,1009.5,89.0,12.3,628.5,2.3,6,"Rain, Partially cloudy"
Kuala Lumpur,06/12/2015,15:00:00,31.9,39.2,25.1,67.49,0.0,0,,,14.8,270.0,,89.0,10.0,491.8,1.8,5,Partially cloudy
Kuala Lumpur,06/12/2015,16:00:00,30.9,37.6,25.0,70.95,0.0,0,,,15.9,259.0,,89.0,9.7,348.1,1.3,3,Partially cloudy
Kuala Lumpur,06/12/2015,17:00:00,25.5,25.5,24.2,92.97,0.0,0,,,10.3,77.0,1008.7,98.7,1.9,184.3,0.7,2,Overcast
Kuala Lumpur,06/12/2015,18:00:00,25.2,25.2,23.9,92.25,0.0,0,,,6.5,200.0,,89.0,7.0,53.0,0.2,1,Partially cloudy
Kuala Lumpur,06/12/2015,19:00:00,25.1,25.1,23.9,92.89,0.0,0,,25.9,3.8,28.0,,89.0,7.8,0.4,0.0,0,Partially cloudy
Kuala Lumpur,06/12/2015,20:00:00,25.1,25.1,24.1,94.1,15.377,100,rain,,3.6,250.0,1010.3,89.0,7.8,0.0,,0,"Rain, Partially cloudy"
Kuala Lumpur,06/12/2015,21:00:00,25.9,25.9,24.9,94.23,0.0,0,,,2.0,79.0,,89.0,8.0,0.0,,0,Partially cloudy
Kuala Lumpur,06/12/2015,22:00:00,25.9,25.9,24.9,94.23,0.0,0,,,0.0,0.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,06/12/2015,23:00:00,25.7,25.7,24.7,93.88,0.0,0,,,2.0,3.0,1012.8,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,07/12/2015,00:00:00,25.9,25.9,24.0,89.37,0.0,0,,,2.2,323.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,07/12/2015,01:00:00,25.0,25.0,24.0,94.19,0.0,0,,,2.0,30.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,07/12/2015,02:00:00,24.9,24.9,23.8,93.53,0.046,100,rain,,5.2,312.0,1011.6,89.0,8.2,0.0,,0,"Rain, Partially cloudy"
Kuala Lumpur,07/12/2015,03:00:00,25.0,25.0,24.0,94.19,0.0,0,,,5.2,295.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,07/12/2015,04:00:00,25.0,25.0,24.0,94.19,0.0,0,,,5.4,314.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,07/12/2015,05:00:00,24.8,24.8,23.8,94.43,0.0,0,,,1.8,35.0,1010.8,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,07/12/2015,06:00:00,25.0,25.0,24.0,94.19,0.0,0,,,3.6,312.0,,89.0,8.2,0.0,,0,Partially cloudy
Kuala Lumpur,07/12/2015,07:00:00,25.0,25.0,23.1,89.31,0.0,0,,,2.2,72.0,,89.0,9.1,25.9,0.1,0,Partially cloudy
Kuala Lumpur,07/12/2015,08:00:00,25.0,25.0,23.8,93.14,0.0,0,,,2.0,62.0,1011.9,89.0,10.1,168.6,0.6,2,Partially cloudy
Kuala Lumpur,07/12/2015,09:00:00,27.0,30.2,24.1,84.26,0.0,0,,,0.6,8.0,,89.0,9.9,352.3,1.3,4,Partially cloudy
Kuala Lumpur,07/12/2015,10:00:00,29.9,34.9,24.0,70.76,0.0,0,,,2.0,3.0,,89.0,10.0,540.5,1.9,5,Partially cloudy
Kuala Lumpur,07/12/2015,11:00:00,30.1,34.6,23.2,66.67,0.0,0,,,5.7,359.0,1013.4,89.0,11.8,666.5,2.4,7,Partially cloudy
Kuala Lumpur,07/12/2015,12:00:00,31.1,35.8,23.1,62.52,0.0,0,,,8.6,51.0,,89.0,10.0,710.5,2.6,7,Partially cloudy
Kuala Lumpur,07/12/2015,13:00:00,31.9,36.8,23.1,59.85,0.0,0,,,8.8,6.0,,89.0,10.0,729.8,2.6,7,Partially cloudy
Kuala Lumpur,07/12/2015,14:00:00,32.7,37.6,22.9,56.52,0.0,0,,,13.2,68.0,1010.2,89.0,12.4,626.3,2.3,6,Partially cloudy
Kuala Lumpur,07/12/2015,15:00:00,32.9,37.0,22.1,53.24,0.0,0,,,12.0,61.0,,89.0,10.0,505.1,1.8,5,Partially cloudy
Kuala Lumpur,07/12/2015,16:00:00,33.0,37.0,22.0,52.52,0.0,0,,,14.3,41.0,,89.0,10.0,362.8,1.3,4,Partially cloudy
Kuala Lumpur,07/12/2015,17:00:00,32.7,36.6,21.9,53.23,0.0,0,,,8.8,51.0,1008.1,89.0,12.4,209.5,0.8,2,Partially cloudy
Kuala Lumpur,07/12/2015,18:00:00,31.9,36.6,23.0,59.43,0.0,0,,,5.1,60.0,,89.0,10.0,60.7,0.2,1,Partially cloudy
Kuala Lumpur,07/12/2015,19:00:00,30.9,35.3,23.0,62.91,0.0,0,,,6.9,69.0,,89.0,10.0,0.4,0.0,0,Partially cloudy
Kuala Lumpur,07/12/2015,20:00:00,29.8,34.1,23.2,67.86,0.0,0,,,3.5,58.0,1009.9,89.0,10.0,0.0,,0,Partially cloudy
Kuala Lumpur,07/12/2015,21:00:00,29.0,32.8,23.1,70.6,0.0,0,,,8.6,61.0,,89.0,9.1,0.0,,0,Partially cloudy
Kuala Lumpur,07/12/2015,22:00:00,28.9,32.6,23.0,70.58,0.0,0,,,9.6,19.0,,89.0,9.1,0.0,,0,Partially cloudy
Kuala Lumpur,07/12/2015,23:00:00,28.7,32.3,23.0,71.75,0.0,0,,,5.3,358.0,1011.7,89.0,9.1,0.0,,0,Partially cloudy
