name,date,time,temp,feelslike,dew,humidity,precip,precipprob,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions
Sepang,20/11/2015,08:00:00,25.1,25.1,24.0,93.93,0.0,0,,,1.8,71.0,1009.5,89.0,8.1,85.0,0.3,1,Partially cloudy
Sepang,20/11/2015,09:00:00,27.0,30.6,25.0,88.84,0.0,0,,,1.9,329.0,,89.0,10.0,200.0,0.7,2,Partially cloudy
Sepang,20/11/2015,10:00:00,28.0,32.8,25.0,83.7,0.0,0,,,3.6,328.0,,89.0,10.0,314.9,1.1,3,Partially cloudy
Sepang,20/11/2015,11:00:00,29.2,35.0,25.2,79.06,0.0,0,,,5.4,290.0,1010.8,89.0,10.0,436.5,1.6,4,Partially cloudy
Sepang,20/11/2015,12:00:00,30.0,36.3,25.0,74.63,0.0,0,,,7.6,310.0,,89.0,10.0,560.0,2.0,6,Partially cloudy
Sepang,20/11/2015,13:00:00,30.0,37.4,26.0,79.19,0.0,0,,,16.5,223.0,,89.0,8.1,613.0,2.2,6,Partially cloudy
Sepang,20/11/2015,14:00:00,27.1,31.2,25.8,92.58,5.221,100,rain,,9.2,299.0,1008.2,89.2,7.0,603.0,2.2,6,"Rain, Partially cloudy"
Sepang,20/11/2015,15:00:00,28.0,33.6,26.0,88.91,0.0,0,,,9.3,299.0,,89.0,9.9,545.8,2.0,5,Partially cloudy
Sepang,20/11/2015,16:00:00,26.0,26.0,25.0,94.02,0.0,0,,,7.6,321.0,,89.0,9.0,407.6,1.5,4,Partially cloudy
Sepang,20/11/2015,17:00:00,26.1,26.1,23.9,87.94,0.0,0,,,7.5,39.0,1007.1,89.0,8.0,242.8,0.9,2,Partially cloudy
Sepang,20/11/2015,18:00:00,26.0,26.0,24.0,89.07,0.0,0,,,9.4,86.0,,89.2,6.9,75.0,0.3,1,Partially cloudy
Sepang,20/11/2015,19:00:00,26.0,26.0,24.0,89.01,0.0,0,,,7.5,77.0,,89.2,9.9,0.6,0.0,0,Partially cloudy
Sepang,20/11/2015,20:00:00,25.9,25.9,23.2,85.08,3.014,100,rain,,7.6,9.0,1009.2,89.2,9.9,0.0,,0,"Rain, Partially cloudy"
Sepang,20/11/2015,21:00:00,25.0,25.0,23.0,88.83,0.0,0,,,9.1,301.0,,89.2,9.9,0.0,,0,Partially cloudy
Sepang,20/11/2015,22:00:00,24.0,24.0,23.0,94.15,0.0,0,,,9.1,292.0,,89.2,10.0,0.0,,0,Partially cloudy
Sepang,20/11/2015,23:00:00,24.1,24.1,23.2,94.7,0.0,0,,,0.2,6.0,1011.4,89.2,10.0,0.0,,0,Partially cloudy
Sepang,21/11/2015,00:00:00,24.0,24.0,23.0,94.32,0.0,0,,,1.9,217.0,,89.0,10.0,0.0,,0,Partially cloudy
Sepang,21/11/2015,01:00:00,24.0,24.0,23.0,94.26,0.0,0,,,5.2,79.0,,89.0,10.0,0.0,,0,Partially cloudy
Sepang,21/11/2015,02:00:00,24.2,24.2,23.8,97.7,0.155,100,rain,,3.5,37.0,1009.4,89.0,10.0,0.0,,0,"Rain, Partially cloudy"
Sepang,21/11/2015,03:00:00,24.0,24.0,23.0,94.26,0.0,0,,,1.7,10.0,,89.0,9.9,0.0,,0,Partially cloudy
Sepang,21/11/2015,04:00:00,24.0,24.0,23.0,94.26,0.0,0,,,5.3,340.0,,89.0,8.0,0.0,,0,Partially cloudy
Sepang,21/11/2015,05:00:00,23.9,23.9,23.1,94.99,0.0,0,,,7.4,20.0,1007.9,84.2,8.0,0.0,,0,Partially cloudy
Sepang,21/11/2015,06:00:00,24.0,24.0,23.0,94.15,0.0,0,,,7.4,30.0,,89.0,7.9,0.0,,0,Partially cloudy
Sepang,21/11/2015,07:00:00,24.0,24.0,23.0,94.21,0.0,0,,,5.3,28.0,,89.0,7.0,33.6,0.1,0,Partially cloudy
Sepang,21/11/2015,08:00:00,24.9,24.9,23.8,93.73,0.0,0,,,3.6,48.0,1009.4,84.2,10.0,206.6,0.7,2,Partially cloudy
Sepang,21/11/2015,09:00:00,27.0,30.0,24.0,83.92,0.0,0,,,3.6,20.0,,89.0,10.0,420.4,1.5,4,Partially cloudy
Sepang,21/11/2015,10:00:00,29.0,33.6,24.0,74.55,0.0,0,,,3.6,302.0,,89.0,10.0,629.8,2.3,6,Partially cloudy
Sepang,21/11/2015,11:00:00,30.0,36.0,24.8,73.39,0.0,0,,,5.5,252.0,1010.2,88.9,10.1,795.3,2.9,8,Partially cloudy
Sepang,21/11/2015,12:00:00,31.0,37.8,25.0,70.43,0.0,0,,,5.5,224.0,,89.0,10.0,898.3,3.2,9,Partially cloudy
Sepang,21/11/2015,13:00:00,31.0,37.8,25.0,70.4,0.0,0,,,9.3,282.0,,89.0,10.0,902.0,3.2,9,Partially cloudy
Sepang,21/11/2015,14:00:00,30.1,36.2,24.9,73.86,0.198,100,rain,,9.3,251.0,1007.4,89.0,9.1,829.3,3.0,8,"Rain, Partially cloudy"
Sepang,21/11/2015,15:00:00,29.1,34.7,25.0,78.75,0.0,0,,,11.1,213.0,,89.0,9.9,670.8,2.4,7,Partially cloudy
Sepang,21/11/2015,16:00:00,28.0,32.7,25.0,83.74,0.0,0,,,5.6,190.0,,89.0,10.0,476.6,1.7,5,Partially cloudy
Sepang,21/11/2015,17:00:00,28.1,33.0,25.0,83.38,0.0,0,,,5.4,209.0,1005.6,89.0,10.0,268.4,1.0,3,Partially cloudy
Sepang,21/11/2015,18:00:00,29.0,34.5,25.0,79.19,0.0,0,,,3.6,265.0,,89.0,9.0,79.6,0.3,1,Partially cloudy
Sepang,21/11/2015,19:00:00,28.0,33.5,26.0,88.81,0.0,0,,,3.6,275.0,,89.0,10.0,0.7,0.0,0,Partially cloudy
Sepang,21/11/2015,20:00:00,23.9,23.9,23.2,96.07,0.097,100,rain,,3.8,135.0,1008.7,94.0,5.9,0.0,,0,"Rain, Overcast"
Sepang,21/11/2015,21:00:00,24.0,24.0,24.0,99.89,0.0,0,,,9.2,10.0,,89.2,8.0,0.0,,0,Partially cloudy
Sepang,21/11/2015,22:00:00,24.0,24.0,24.0,99.89,0.0,0,,,7.5,318.0,,89.2,8.0,0.0,,0,Partially cloudy
Sepang,21/11/2015,23:00:00,23.8,23.8,23.2,96.11,0.0,0,,,5.3,293.0,1010.8,89.2,9.0,0.0,,0,Partially cloudy
Sepang,22/11/2015,00:00:00,23.0,23.0,23.0,99.89,0.0,0,,,5.3,304.0,,89.2,9.0,0.0,,0,Partially cloudy
Sepang,22/11/2015,01:00:00,24.0,24.0,23.0,94.21,0.0,0,,,1.8,360.0,,89.2,10.0,0.0,,0,Partially cloudy
Sepang,22/11/2015,02:00:00,23.2,23.2,23.0,99.0,11.744,100,rain,,3.6,360.0,1008.3,89.0,10.0,0.0,,0,"Rain, Partially cloudy"
Sepang,22/11/2015,03:00:00,23.0,23.0,23.0,99.94,0.0,0,,,5.3,330.0,,89.0,8.0,0.0,,0,Partially cloudy
Sepang,22/11/2015,04:00:00,23.0,23.0,23.0,99.94,0.0,0,,,1.9,329.0,,89.0,9.0,0.0,,0,Partially cloudy
Sepang,22/11/2015,05:00:00,23.1,23.1,22.9,99.01,0.0,0,,,3.6,330.0,1007.7,74.8,8.0,0.0,,0,Partially cloudy
Sepang,22/11/2015,06:00:00,23.0,23.0,23.0,99.82,0.0,0,,,5.3,20.0,,89.0,8.0,0.0,,0,Partially cloudy
Sepang,22/11/2015,07:00:00,23.0,23.0,23.0,99.82,0.0,0,,,7.4,9.0,,89.0,7.9,12.2,0.0,0,Partially cloudy
Sepang,22/11/2015,08:00:00,24.1,24.1,23.8,98.52,0.0,0,,,3.6,57.0,1009.4,89.0,5.1,86.8,0.3,1,Partially cloudy
Sepang,22/11/2015,09:00:00,26.0,26.0,24.0,88.91,0.0,0,,,5.3,350.0,,89.0,10.0,188.3,0.7,2,Partially cloudy
Sepang,22/11/2015,10:00:00,28.0,32.7,25.0,83.79,0.0,0,,,5.4,330.0,,89.0,10.0,279.9,1.0,3,Partially cloudy
Sepang,22/11/2015,11:00:00,28.9,33.4,24.0,74.54,0.0,0,,,7.5,289.0,1010.9,89.0,11.0,385.9,1.4,4,Partially cloudy
Sepang,22/11/2015,12:00:00,30.0,36.2,25.0,74.59,0.0,0,,,5.5,270.0,,89.0,10.0,473.9,1.7,5,Partially cloudy
Sepang,22/11/2015,13:00:00,30.0,36.2,25.0,74.63,0.0,0,,,5.6,270.0,,89.0,10.0,500.9,1.8,5,Partially cloudy
Sepang,22/11/2015,14:00:00,30.2,36.2,24.8,73.26,0.004,100,rain,,11.1,260.0,1007.6,89.0,11.0,484.6,1.7,5,"Rain, Partially cloudy"
Sepang,22/11/2015,15:00:00,31.0,37.8,25.0,70.64,0.0,0,,,11.2,230.0,,89.0,10.0,397.9,1.4,4,Partially cloudy
Sepang,22/11/2015,16:00:00,30.9,37.6,25.0,70.7,0.0,0,,,11.2,242.0,,89.0,10.0,290.6,1.0,3,Partially cloudy
Sepang,22/11/2015,17:00:00,30.1,36.2,24.9,73.89,0.0,0,,,12.9,213.0,1005.7,89.0,10.1,162.4,0.6,2,Partially cloudy
Sepang,22/11/2015,18:00:00,30.9,37.6,25.0,70.82,0.0,0,,,9.3,261.0,,89.0,8.1,49.5,0.2,0,Partially cloudy
Sepang,22/11/2015,19:00:00,28.0,32.7,25.0,83.83,0.0,0,,,11.0,27.0,,89.0,9.0,0.4,0.0,0,Partially cloudy
Sepang,22/11/2015,20:00:00,27.1,30.7,24.9,88.02,0.039,100,rain,,5.4,8.0,1008.4,89.0,10.0,0.0,,0,"Rain, Partially cloudy"
Sepang,22/11/2015,21:00:00,27.0,30.6,25.0,88.84,0.0,0,,,5.4,359.0,,89.0,10.0,0.0,,0,Partially cloudy
Sepang,22/11/2015,22:00:00,27.0,30.6,25.0,88.94,0.0,0,,,5.4,8.0,,89.0,10.0,0.0,,0,Partially cloudy
Sepang,22/11/2015,23:00:00,26.8,30.1,24.8,88.89,0.0,0,,,7.5,18.0,1010.2,89.0,10.0,0.0,,0,Partially cloudy
Sepang,23/11/2015,00:00:00,27.0,30.6,25.0,88.84,0.0,0,,,7.5,28.0,,89.0,9.0,0.0,,0,Partially cloudy
Sepang,23/11/2015,01:00:00,26.0,26.0,25.0,94.01,0.0,0,,,5.4,9.0,,89.0,8.0,0.0,,0,Partially cloudy
Sepang,23/11/2015,02:00:00,25.9,25.9,24.7,93.32,0.0,0,,,3.6,9.0,1008.7,89.0,9.0,0.0,,0,Partially cloudy
Sepang,23/11/2015,03:00:00,26.0,26.0,25.0,94.23,0.0,0,,,3.6,321.0,,89.0,9.0,0.0,,0,Partially cloudy
Sepang,23/11/2015,04:00:00,26.0,26.0,24.0,88.91,0.0,0,,,0.1,1.0,,89.0,9.0,0.0,,0,Partially cloudy
Sepang,23/11/2015,05:00:00,25.1,25.1,24.2,94.21,0.0,0,,,0.0,0.0,1007.5,89.0,9.0,0.0,,0,Partially cloudy
Sepang,23/11/2015,06:00:00,25.0,25.0,24.0,94.19,0.0,0,,,0.0,359.0,,89.0,8.0,0.0,,0,Partially cloudy
Sepang,23/11/2015,07:00:00,25.0,25.0,24.0,94.19,0.0,0,,,1.8,243.0,,89.0,8.0,23.3,0.1,0,Partially cloudy
Sepang,23/11/2015,08:00:00,25.2,25.2,24.7,97.56,0.0,0,,,1.8,262.0,1009.7,89.0,7.1,144.9,0.5,1,Partially cloudy
Sepang,23/11/2015,09:00:00,27.0,30.6,25.0,88.78,0.0,0,,,0.0,1.0,,89.0,10.0,296.5,1.1,3,Partially cloudy
Sepang,23/11/2015,10:00:00,29.0,34.5,25.0,79.15,0.0,0,,,3.6,241.0,,89.0,10.0,467.4,1.7,5,Partially cloudy
Sepang,23/11/2015,11:00:00,29.8,36.0,25.1,75.6,0.0,0,,,1.9,277.0,1010.6,89.0,10.5,581.3,2.1,6,Partially cloudy
Sepang,23/11/2015,12:00:00,31.0,37.8,25.0,70.6,0.0,0,,,5.4,242.0,,89.0,10.0,704.8,2.5,7,Partially cloudy
Sepang,23/11/2015,13:00:00,31.0,39.1,26.0,74.66,0.0,0,,,7.5,242.0,,89.0,10.0,763.5,2.7,8,Partially cloudy
Sepang,23/11/2015,14:00:00,31.0,38.9,25.8,73.78,0.0,0,,,5.4,182.0,1007.8,88.9,10.1,754.3,2.7,8,Partially cloudy
Sepang,23/11/2015,15:00:00,31.0,39.1,26.0,74.74,0.0,0,,,11.2,201.0,,89.0,8.1,643.3,2.3,6,Partially cloudy
Sepang,23/11/2015,16:00:00,31.9,40.5,26.0,71.0,0.0,0,,,9.3,244.0,,89.2,7.9,478.0,1.7,5,Partially cloudy
Sepang,23/11/2015,17:00:00,31.7,39.8,25.7,70.69,0.0,0,,,9.3,259.0,1005.8,89.0,10.0,279.6,1.0,3,Partially cloudy
Sepang,23/11/2015,18:00:00,30.9,39.0,26.0,75.08,0.0,0,,,9.2,259.0,,89.0,10.0,78.8,0.3,1,Partially cloudy
Sepang,23/11/2015,19:00:00,29.0,35.6,26.0,83.94,0.0,0,,,5.3,322.0,,89.0,10.0,0.8,0.0,0,Partially cloudy
Sepang,23/11/2015,20:00:00,28.7,34.9,25.8,84.26,0.077,100,rain,,3.5,331.0,1008.3,89.0,9.9,0.0,,0,"Rain, Partially cloudy"
Sepang,23/11/2015,21:00:00,28.0,33.5,26.0,88.96,0.0,0,,,7.4,2.0,,89.0,9.9,0.0,,0,Partially cloudy
Sepang,23/11/2015,22:00:00,28.0,32.7,25.0,83.88,0.0,0,,,7.3,20.0,,89.0,9.9,0.0,,0,Partially cloudy
Sepang,23/11/2015,23:00:00,27.7,32.2,25.1,85.37,0.0,0,,,7.4,10.0,1010.3,89.0,9.9,0.0,,0,Partially cloudy
Sepang,24/11/2015,00:00:00,27.0,30.6,25.0,88.84,0.0,0,,,7.5,20.0,,89.0,9.9,0.0,,0,Partially cloudy
Sepang,24/11/2015,01:00:00,27.0,30.5,25.0,88.99,0.0,0,,,3.6,331.0,,89.0,9.9,0.0,,0,Partially cloudy
Sepang,24/11/2015,02:00:00,26.0,26.0,24.9,93.39,0.0,0,,,5.3,9.0,1008.7,89.0,9.9,0.0,,0,Partially cloudy
Sepang,24/11/2015,03:00:00,26.0,26.0,25.0,94.17,0.0,0,,,1.9,350.0,,89.0,9.9,0.0,,0,Partially cloudy
Sepang,24/11/2015,04:00:00,26.0,26.0,25.0,94.17,0.0,0,,,1.8,69.0,,89.0,9.9,0.0,,0,Partially cloudy
Sepang,24/11/2015,05:00:00,25.9,25.9,24.8,93.67,0.0,0,,,1.8,20.0,1007.6,89.0,9.9,0.0,,0,Partially cloudy
Sepang,24/11/2015,06:00:00,25.0,25.0,25.0,99.76,0.0,0,,,7.4,58.0,,89.0,7.9,0.0,,0,Partially cloudy
Sepang,24/11/2015,07:00:00,25.0,25.0,24.0,94.19,0.0,0,,,1.8,98.0,,89.0,7.0,14.4,0.1,0,Partially cloudy
Sepang,24/11/2015,08:00:00,25.7,25.7,24.8,94.42,0.0,0,,,9.1,157.0,1009.5,89.0,7.0,96.5,0.3,1,Partially cloudy
Sepang,24/11/2015,09:00:00,26.0,26.0,24.0,88.76,0.0,0,,,9.2,243.0,,89.0,7.0,205.7,0.7,2,Partially cloudy
Sepang,24/11/2015,10:00:00,27.0,30.1,24.0,83.87,0.0,0,,,2.0,104.0,,89.2,9.8,325.8,1.2,3,Partially cloudy
Sepang,24/11/2015,11:00:00,28.9,34.2,24.9,79.3,0.0,0,,,1.9,267.0,1010.9,89.0,10.0,411.3,1.5,4,Partially cloudy
Sepang,24/11/2015,12:00:00,30.0,36.1,25.0,74.79,0.0,0,,,3.7,160.0,,89.0,10.0,479.6,1.7,5,Partially cloudy
Sepang,24/11/2015,13:00:00,31.0,37.7,25.0,70.67,0.0,0,,,5.5,306.0,,89.0,10.0,486.0,1.7,5,Partially cloudy
Sepang,24/11/2015,14:00:00,31.9,40.2,25.8,70.35,0.101,100,rain,,7.6,249.0,1008.5,89.0,11.0,421.5,1.5,4,"Rain, Partially cloudy"
Sepang,24/11/2015,15:00:00,32.0,39.2,25.0,66.74,0.0,0,,,9.4,201.0,,89.0,10.0,342.5,1.2,3,Partially cloudy
Sepang,24/11/2015,16:00:00,32.0,38.0,24.0,62.87,0.0,0,,,5.5,240.0,,89.0,10.0,288.3,1.0,3,Partially cloudy
Sepang,24/11/2015,17:00:00,30.0,36.1,24.8,73.72,0.0,0,,,11.0,202.0,1006.4,89.0,10.5,187.1,0.7,2,Partially cloudy
Sepang,24/11/2015,18:00:00,29.0,34.6,25.0,79.02,0.0,0,,,5.4,182.0,,89.0,10.0,59.9,0.2,1,Partially cloudy
Sepang,24/11/2015,19:00:00,28.0,32.8,25.0,83.75,0.0,0,,,3.7,204.0,,89.0,10.0,0.5,0.0,0,Partially cloudy
Sepang,24/11/2015,20:00:00,27.9,32.5,25.1,84.78,0.128,100,rain,,0.2,4.0,1008.5,89.2,9.8,0.0,,0,"Rain, Partially cloudy"
Sepang,24/11/2015,21:00:00,27.9,32.6,25.0,84.07,0.0,0,,,3.6,80.0,,89.2,9.9,0.0,,0,Partially cloudy
Sepang,24/11/2015,22:00:00,27.9,31.8,24.0,79.38,0.0,0,,,7.4,89.0,,89.0,10.0,0.0,,0,Partially cloudy
Sepang,24/11/2015,23:00:00,27.0,30.2,24.2,84.46,0.0,0,,,9.1,60.0,1010.4,89.0,10.0,0.0,,0,Partially cloudy
Sepang,25/11/2015,00:00:00,27.0,30.0,24.0,83.97,0.0,0,,,5.3,72.0,,89.0,9.9,0.0,,0,Partially cloudy
Sepang,25/11/2015,01:00:00,27.0,30.0,24.0,83.97,0.0,0,,,5.3,40.0,,89.0,9.9,0.0,,0,Partially cloudy
Sepang,25/11/2015,02:00:00,26.9,30.2,24.8,88.53,0.099,100,rain,,0.1,1.0,1009.6,89.0,9.9,0.0,,0,"Rain, Partially cloudy"
Sepang,25/11/2015,03:00:00,27.0,30.5,25.0,89.04,0.0,0,,,0.1,1.0,,89.0,8.9,0.0,,0,Partially cloudy
Sepang,25/11/2015,04:00:00,26.0,26.0,25.0,94.29,0.0,0,,,0.1,359.0,,89.0,8.9,0.0,,0,Partially cloudy
Sepang,25/11/2015,05:00:00,25.9,25.9,24.7,93.41,0.0,0,,,5.4,291.0,1008.6,89.0,7.1,0.0,,0,Partially cloudy
Sepang,25/11/2015,06:00:00,24.0,24.0,24.0,99.77,0.0,0,,,12.7,162.0,,89.0,2.2,0.0,,0,Partially cloudy
Sepang,25/11/2015,07:00:00,24.0,24.0,24.0,99.82,0.0,0,,,7.4,146.0,,99.7,2.2,19.2,0.1,0,Overcast
Sepang,25/11/2015,08:00:00,24.1,24.1,23.8,98.41,53.362,100,rain,,3.6,163.0,1010.5,89.0,2.7,110.8,0.4,1,"Rain, Partially cloudy"
Sepang,25/11/2015,09:00:00,24.1,24.1,24.0,99.71,0.0,0,,,0.1,359.0,,89.0,7.0,202.8,0.7,2,Partially cloudy
Sepang,25/11/2015,10:00:00,25.0,25.0,24.0,94.09,0.0,0,,,9.3,18.0,,89.2,8.9,317.3,1.1,3,Partially cloudy
Sepang,25/11/2015,11:00:00,26.8,30.1,25.0,89.94,0.0,0,,,10.9,20.0,1011.7,89.0,9.0,422.3,1.5,4,Partially cloudy
Sepang,25/11/2015,12:00:00,27.0,30.1,24.0,83.62,0.0,0,,,12.7,1.0,,89.0,10.0,521.5,1.9,5,Partially cloudy
Sepang,25/11/2015,13:00:00,29.0,34.5,25.0,79.14,0.0,0,,,9.2,317.0,,89.0,10.0,577.8,2.1,6,Partially cloudy
Sepang,25/11/2015,14:00:00,29.0,34.7,25.1,79.15,0.349,100,rain,,9.3,280.0,1008.6,89.0,11.0,537.3,1.9,5,"Rain, Partially cloudy"
Sepang,25/11/2015,15:00:00,30.1,36.3,25.0,74.39,0.0,0,,,7.6,250.0,,89.0,10.0,433.9,1.6,4,Partially cloudy
Sepang,25/11/2015,16:00:00,30.0,36.3,25.0,74.43,0.0,0,,,7.7,270.0,,89.0,10.0,288.5,1.0,3,Partially cloudy
Sepang,25/11/2015,17:00:00,30.1,36.3,24.9,73.95,0.0,0,,,11.2,260.0,1005.8,89.0,10.3,148.7,0.5,1,Partially cloudy
Sepang,25/11/2015,18:00:00,28.9,34.4,25.0,79.36,0.0,0,,,9.5,262.0,,89.2,9.8,44.6,0.2,0,Partially cloudy
Sepang,25/11/2015,19:00:00,24.0,24.0,23.0,94.26,0.0,0,,,23.5,360.0,,89.0,2.1,0.4,0.0,0,Partially cloudy
Sepang,25/11/2015,20:00:00,23.9,23.9,23.1,94.92,6.288,100,rain,,7.5,13.0,1009.4,89.0,7.1,0.0,,0,"Rain, Partially cloudy"
Sepang,25/11/2015,21:00:00,24.0,24.0,23.0,94.15,0.0,0,,,3.6,89.0,,89.0,4.1,0.0,,0,Partially cloudy
Sepang,25/11/2015,22:00:00,24.0,24.0,23.0,94.15,0.0,0,,,3.6,110.0,,89.2,6.1,0.0,,0,Partially cloudy
Sepang,25/11/2015,23:00:00,24.1,24.1,23.8,98.44,0.0,0,,,0.1,6.0,1010.1,89.2,8.0,0.0,,0,Partially cloudy
Sepang,26/11/2015,00:00:00,25.0,25.0,24.0,94.19,0.0,0,,,7.4,359.0,,89.0,9.0,0.0,,0,Partially cloudy
Sepang,26/11/2015,01:00:00,25.0,25.0,24.0,94.25,0.0,0,,,9.1,32.0,,89.0,9.0,0.0,,0,Partially cloudy
Sepang,26/11/2015,02:00:00,24.8,24.8,23.8,94.21,5.851,100,rain,,5.3,30.0,1009.5,89.0,9.0,0.0,,0,"Rain, Partially cloudy"
Sepang,26/11/2015,03:00:00,25.0,25.0,24.0,94.19,0.0,0,,,0.1,1.0,,89.0,9.0,0.0,,0,Partially cloudy
Sepang,26/11/2015,04:00:00,25.0,25.0,24.0,94.3,0.0,0,,,5.3,10.0,,89.0,9.0,0.0,,0,Partially cloudy
Sepang,26/11/2015,05:00:00,24.8,24.8,23.8,94.54,0.0,0,,,5.3,18.0,1008.6,89.0,9.0,0.0,,0,Partially cloudy
Sepang,26/11/2015,06:00:00,25.0,25.0,24.0,94.19,0.0,0,,,7.4,38.0,,89.0,8.0,0.0,,0,Partially cloudy
Sepang,26/11/2015,07:00:00,25.0,25.0,24.0,94.19,0.0,0,,,5.3,69.0,,89.0,7.0,21.0,0.1,0,Partially cloudy
Sepang,26/11/2015,08:00:00,25.1,25.1,23.9,93.4,0.0,0,,,1.9,19.0,1009.4,89.0,8.9,142.4,0.5,1,Partially cloudy
Sepang,26/11/2015,09:00:00,26.0,26.0,25.0,94.07,0.0,0,,,3.6,348.0,,89.0,6.1,327.1,1.2,3,Partially cloudy
Sepang,26/11/2015,10:00:00,27.0,30.7,25.0,88.69,0.0,0,,,5.4,350.0,,89.0,10.0,487.1,1.8,5,Partially cloudy
Sepang,26/11/2015,11:00:00,28.8,34.1,25.0,80.09,0.0,0,,,1.9,21.0,1011.0,89.0,10.1,605.5,2.2,6,Partially cloudy
Sepang,26/11/2015,12:00:00,30.0,37.5,26.0,78.97,0.0,0,,,1.9,358.0,,89.0,10.0,684.8,2.5,7,Partially cloudy
Sepang,26/11/2015,13:00:00,31.0,37.7,25.0,70.52,0.0,0,,,7.5,307.0,,89.0,10.0,728.0,2.6,7,Partially cloudy
Sepang,26/11/2015,14:00:00,32.7,40.3,25.0,64.12,0.006,100,rain,,7.5,268.0,1007.8,89.0,10.9,693.0,2.5,7,"Rain, Partially cloudy"
Sepang,26/11/2015,15:00:00,32.0,40.6,26.0,70.55,0.0,0,,,9.2,199.0,,89.0,10.0,577.0,2.1,6,Partially cloudy
Sepang,26/11/2015,16:00:00,24.1,24.1,24.0,99.7,0.0,0,,,27.1,118.0,,89.2,2.2,404.8,1.5,4,Partially cloudy
Sepang,26/11/2015,17:00:00,23.0,23.0,22.2,94.94,0.0,0,,42.5,20.3,328.0,1008.4,89.2,4.1,224.9,0.8,2,Partially cloudy
Sepang,26/11/2015,18:00:00,23.0,23.0,23.0,99.82,0.0,0,,,5.4,305.0,,89.2,7.0,63.7,0.2,1,Partially cloudy
Sepang,26/11/2015,19:00:00,24.0,24.0,23.0,94.21,0.0,0,,,1.9,244.0,,89.2,7.0,0.5,0.0,0,Partially cloudy
Sepang,26/11/2015,20:00:00,23.8,23.8,23.1,95.62,0.395,100,rain,,1.8,322.0,1010.0,89.2,8.0,0.0,,0,"Rain, Partially cloudy"
Sepang,26/11/2015,21:00:00,24.0,24.0,23.0,94.21,0.0,0,,,0.1,5.0,,89.0,8.9,0.0,,0,Partially cloudy
Sepang,26/11/2015,22:00:00,24.0,24.0,23.0,94.15,0.0,0,,,3.6,149.0,,89.0,9.0,0.0,,0,Partially cloudy
Sepang,26/11/2015,23:00:00,23.8,23.8,23.1,95.53,0.0,0,,,1.8,181.0,1010.3,89.0,8.0,0.0,,0,Partially cloudy
Sepang,27/11/2015,00:00:00,24.0,24.0,23.0,94.15,0.0,0,,,3.6,150.0,,89.0,8.0,0.0,,0,Partially cloudy
Sepang,27/11/2015,01:00:00,24.0,24.0,23.0,94.15,0.0,0,,,0.0,5.0,,89.0,8.0,0.0,,0,Partially cloudy
Sepang,27/11/2015,02:00:00,24.1,24.1,23.2,94.78,0.204,100,rain,,3.5,30.0,1009.6,89.0,8.0,0.0,,0,"Rain, Partially cloudy"
Sepang,27/11/2015,03:00:00,24.0,24.0,24.0,99.94,0.0,0,,,0.1,359.0,,89.0,9.0,0.0,,0,Partially cloudy
Sepang,27/11/2015,04:00:00,24.0,24.0,23.0,94.15,0.0,0,,,0.1,359.0,,89.0,9.0,0.0,,0,Partially cloudy
Sepang,27/11/2015,05:00:00,23.9,23.9,23.1,94.98,0.0,0,,,3.5,79.0,1008.5,89.0,9.0,0.0,,0,Partially cloudy
Sepang,27/11/2015,06:00:00,24.0,24.0,23.0,94.26,0.0,0,,,1.8,41.0,,89.0,10.0,0.0,,0,Partially cloudy
Sepang,27/11/2015,07:00:00,24.0,24.0,23.0,94.26,0.0,0,,,7.4,50.0,,89.0,8.0,27.1,0.1,0,Partially cloudy
Sepang,27/11/2015,08:00:00,23.9,23.9,23.1,95.0,0.0,0,,,1.8,82.0,1009.3,89.0,8.0,167.2,0.6,2,Partially cloudy
Sepang,27/11/2015,09:00:00,25.0,25.0,23.0,88.68,0.0,0,,,3.6,40.0,,89.0,8.1,325.1,1.2,3,Partially cloudy
Sepang,27/11/2015,10:00:00,26.0,26.0,24.0,88.66,0.0,0,,,5.3,282.0,,89.0,10.0,481.8,1.7,5,Partially cloudy
Sepang,27/11/2015,11:00:00,27.1,30.3,24.1,83.97,0.0,0,,,1.8,271.0,1010.3,89.0,10.0,596.0,2.1,6,Partially cloudy
Sepang,27/11/2015,12:00:00,29.0,34.6,25.0,78.75,0.0,0,,,7.5,328.0,,89.0,10.0,670.8,2.4,7,Partially cloudy
Sepang,27/11/2015,13:00:00,30.0,35.2,24.0,70.14,0.0,0,,,5.5,292.0,,89.0,10.0,672.3,2.4,7,Partially cloudy
Sepang,27/11/2015,14:00:00,30.1,36.0,24.7,73.07,0.0,0,,,3.8,350.0,1008.3,89.0,10.5,593.3,2.1,6,Partially cloudy
Sepang,27/11/2015,15:00:00,30.0,35.1,24.0,70.14,0.0,0,,,3.8,340.0,,89.0,10.0,448.3,1.6,4,Partially cloudy
Sepang,27/11/2015,16:00:00,30.0,35.1,24.0,70.34,0.0,0,,,9.4,29.0,,89.0,10.0,302.0,1.1,3,Partially cloudy
Sepang,27/11/2015,17:00:00,30.8,37.2,24.9,70.77,0.0,0,,,7.7,77.0,1006.3,89.0,10.0,170.9,0.6,2,Partially cloudy
